return_id,order_id,order_item_id,product_id,customer_id,return_reason,return_status,refund_amount,created_at
38,1100596,2563442,1314,51226,Defective or damaged,refunded,718.18,2022-03-12 00:35:23
39,716464,1669136,6683,83396,Changed my mind,refunded,531.22,2020-01-11 05:57:01
40,231894,540486,8309,67907,Item no longer needed,received,126.01,2022-06-13 10:59:27
41,1462425,3406756,4228,66834,Better price found elsewhere,refunded,32.3,2022-12-15 11:16:30
42,227888,531040,7451,95980,Defective or damaged,approved,168.34,2020-07-26 02:49:23
43,1185796,2761943,9512,30077,Changed my mind,refunded,543.26,2023-10-27 09:08:31
44,1576148,3671591,2489,48603,Defective or damaged,requested,73.24,2023-09-16 05:58:42
45,983070,2290329,4855,55683,Wrong item received,received,88.32,2020-01-17 05:00:13
46,1172880,2731783,5972,80343,Changed my mind,refunded,42.13,2019-08-23 13:55:07
47,1100777,2563860,4354,74743,Arrived too late,refunded,20.95,2022-11-22 07:55:00
48,1139987,2655226,6969,12546,Changed my mind,approved,89.56,2022-12-13 09:57:58
49,437345,1019116,8587,626,Defective or damaged,refunded,75.53,2020-12-10 14:58:23
50,1371774,3196309,8884,65763,Item no longer needed,refunded,18.59,2021-12-18 21:56:57
51,1986338,4627598,9637,63022,Wrong item received,refunded,19.54,2020-12-16 03:56:40
52,140323,327282,1881,89002,Item no longer needed,refunded,40.96,2021-03-21 22:51:27
53,1521720,3544807,9431,70447,Changed my mind,refunded,89.0,2021-07-20 09:02:01
54,1023888,2385342,9660,94262,Changed my mind,refunded,26.24,2019-05-25 19:40:06
55,353811,824860,100,66060,Defective or damaged,received,91.41,2022-12-31 23:41:44
56,1187662,2766247,816,31184,Not as described,approved,53.17,2023-05-08 07:39:19
57,584225,1360681,1446,48723,Changed my mind,received,165.56,2023-06-04 16:11:30
58,1674530,3900498,4991,81877,Item no longer needed,approved,36.18,2023-11-13 17:17:18
59,414827,966791,3407,81428,Changed my mind,refunded,24.85,2020-08-11 10:43:01
60,477704,1112763,9930,35487,Better price found elsewhere,refunded,2694.46,2020-02-13 02:57:35
61,1094088,2548418,1472,1896,Changed my mind,refunded,118.53,2019-09-07 00:41:36
62,538861,1254977,9735,87374,Defective or damaged,refunded,26.25,2022-08-30 17:30:44
63,1682853,3920206,6885,52674,Changed my mind,approved,309.85,2022-12-08 04:40:02
64,1200509,2796136,3729,75747,Defective or damaged,approved,66.0,2021-08-14 16:25:16
65,1436014,3345357,5144,95463,Defective or damaged,refunded,39.03,2019-07-11 00:26:30
66,420252,979402,8344,42122,Better price found elsewhere,refunded,24.74,2021-07-31 18:01:31
67,1676758,3905833,8508,33160,Changed my mind,refunded,276.87,2019-11-10 11:51:50
68,550801,1282688,642,4272,Item no longer needed,refunded,11.11,2019-12-14 16:00:37
69,1374002,3201494,3285,80333,Item no longer needed,received,3330.63,2023-09-09 17:52:48
70,1794168,4179681,3757,3268,Quality not as expected,refunded,859.54,2023-01-06 13:15:07
71,110419,257530,4319,99029,Item no longer needed,refunded,14.07,2019-04-24 05:43:02
72,908866,2117156,3505,58099,Wrong item received,refunded,200.08,2023-09-01 09:36:21
73,557544,1298354,7778,80231,Changed my mind,received,53.35,2023-09-23 01:07:53
74,854590,1990806,7840,5838,Not as described,refunded,135.52,2021-05-02 19:02:41
75,1585229,3692724,6677,16945,Changed my mind,refunded,23.74,2022-09-29 17:35:22
76,1045605,2435730,6101,15970,Better price found elsewhere,received,47.86,2023-10-26 11:50:57
77,1763148,4107274,5259,17869,Changed my mind,refunded,64.51,2020-06-17 17:49:54
78,431971,1006776,5681,545,Changed my mind,requested,204.0,2022-10-25 21:20:40
79,758751,1767574,7738,69306,Changed my mind,received,44.89,2020-09-22 17:55:31
80,320561,747422,7275,6511,Better price found elsewhere,received,51.44,2021-11-02 12:03:58
81,1085986,2529627,8028,94069,Defective or damaged,refunded,19.71,2021-07-31 00:31:29
82,1963610,4574702,9428,21654,Quality not as expected,refunded,17.64,2023-03-08 21:33:47
83,1415039,3296697,6213,18333,Defective or damaged,rejected,22.92,2020-03-14 08:02:04
84,1327114,3092148,7822,57865,Defective or damaged,refunded,306.34,2023-10-13 10:15:23
85,1425581,3321013,8362,33781,Changed my mind,approved,86.56,2023-05-04 07:54:44
86,767788,1788587,4406,43032,Defective or damaged,refunded,54.89,2022-03-12 04:35:58
87,1866829,4349629,3493,72342,Arrived too late,refunded,25.41,2020-01-18 16:47:43
88,72990,170350,3025,61541,Wrong item received,refunded,204.52,2022-12-01 08:38:17
89,1065977,2483079,2706,70862,Changed my mind,rejected,207.57,2021-12-31 02:42:05
90,188739,439792,2199,3827,Item no longer needed,refunded,48.61,2022-12-23 01:59:40
91,1864179,4343347,4904,32787,Wrong item received,refunded,35.62,2021-12-31 16:13:20
92,1220266,2842457,6175,17478,Defective or damaged,refunded,31.07,2023-08-08 03:49:03
93,827310,1927407,6101,24434,Not as described,refunded,43.25,2023-11-12 14:37:07
94,974476,2270134,2227,68962,Wrong item received,refunded,110.66,2020-03-27 19:24:53
95,195745,456305,5952,91021,Defective or damaged,refunded,8.66,2022-05-12 16:36:07
96,744048,1733296,6619,53085,Changed my mind,approved,49.77,2022-10-20 07:52:50
97,479237,1116293,7742,60138,Wrong item received,refunded,171.25,2023-08-06 16:34:31
98,1277355,2976210,3960,52328,Better price found elsewhere,received,118.48,2022-09-15 16:54:42
99,1746841,4069152,9209,73099,Item no longer needed,refunded,100.27,2022-06-19 01:07:17
100,645869,1504647,4946,85859,Defective or damaged,refunded,55.65,2023-11-01 13:11:48
101,711513,1657477,4604,17705,Defective or damaged,refunded,28.81,2022-12-30 12:17:38
102,1161793,2705995,1655,10432,Defective or damaged,requested,37.57,2021-10-01 14:55:00
103,1744372,4063374,2055,556,Arrived too late,rejected,22.34,2019-12-20 07:56:41
104,1929930,4496430,6185,91064,Item no longer needed,refunded,86.1,2023-12-26 20:21:35
105,477017,1111152,278,54319,Better price found elsewhere,received,94.26,2022-07-31 11:07:05
106,35589,83255,5538,83516,Defective or damaged,refunded,31.14,2021-12-11 02:48:01
107,1239919,2888624,8091,42975,Changed my mind,received,290.72,2021-03-02 02:05:14
108,959318,2234724,7582,67737,Arrived too late,received,280.87,2022-01-01 21:34:41
109,1885259,4392287,8179,74262,Wrong item received,refunded,163.98,2022-12-09 07:12:31
110,1694406,3946980,2869,16746,Not as described,approved,118.97,2023-12-05 23:22:23
111,574073,1336936,4381,42618,Defective or damaged,refunded,72.71,2023-03-18 19:07:37
112,1842809,4293282,4168,80594,Changed my mind,refunded,94.2,2022-06-20 06:03:22
113,1495283,3483071,6122,44728,Defective or damaged,rejected,42.02,2023-04-08 10:45:48
114,1578592,3677297,1794,5433,Defective or damaged,approved,37.85,2023-01-14 07:32:55
115,1419253,3306375,8516,96632,Arrived too late,refunded,29.52,2020-01-17 18:35:23
116,561373,1307253,8527,72069,Changed my mind,refunded,131.25,2021-05-06 01:56:43
117,880898,2051903,7663,18896,Wrong item received,refunded,602.28,2021-02-10 17:12:15
118,690199,1607789,8623,8594,Quality not as expected,received,776.81,2020-12-22 11:46:25
119,1935695,4509714,1502,18999,Not as described,refunded,13.43,2020-08-16 14:19:01
120,587747,1368870,870,45722,Quality not as expected,received,43.58,2020-07-26 20:52:46
121,275055,640822,9666,67846,Item no longer needed,approved,107.1,2022-07-07 11:17:30
122,310291,723486,4963,57659,Quality not as expected,refunded,100.43,2020-08-07 07:23:11
123,979726,2282414,731,36434,Defective or damaged,received,265.17,2019-10-07 05:04:00
124,1096444,2553893,6055,81151,Not as described,refunded,52.11,2022-06-21 19:26:03
125,345339,805136,5174,6934,Changed my mind,received,205.69,2022-12-11 00:52:16
126,1589471,3702632,3663,33546,Changed my mind,refunded,23.46,2021-02-18 08:32:24
127,1525404,3553464,2768,34321,Arrived too late,rejected,63.56,2020-11-21 20:06:13
128,222660,518885,238,39247,Wrong item received,refunded,44.8,2022-08-10 06:13:59
129,348003,811279,4383,16693,Defective or damaged,requested,72.45,2023-06-04 23:05:55
130,342057,797384,7412,42156,Item no longer needed,requested,289.97,2023-10-28 04:41:28
131,293399,683898,6961,7395,Defective or damaged,refunded,74.1,2020-09-10 09:38:27
132,1358645,3165801,8789,62153,Not as described,refunded,234.01,2022-05-11 08:51:03
133,990559,2307714,7641,11730,Not as described,refunded,111.05,2021-09-05 14:20:42
134,1798512,4189943,6500,43076,Defective or damaged,refunded,27.52,2023-07-30 21:01:21
135,962973,2243413,4099,10885,Wrong item received,refunded,43.2,2023-06-05 21:37:40
136,831508,1937260,3363,34115,Quality not as expected,refunded,95.47,2021-11-03 14:50:45
137,1577571,3674882,2357,70834,Item no longer needed,approved,163.34,2019-01-18 09:09:48
138,1061823,2473500,9224,50415,Defective or damaged,received,298.46,2019-12-21 05:42:55
139,1279486,2981215,8413,6072,Defective or damaged,refunded,15.23,2021-12-24 00:23:15
140,1156019,2692540,5704,74118,Defective or damaged,refunded,721.33,2022-01-19 10:32:42
141,1387179,3231905,9888,63252,Not as described,refunded,41.5,2020-10-29 11:20:01
142,36312,84993,1429,76467,Defective or damaged,received,46.24,2020-03-11 20:30:11
143,144322,336621,8979,90396,Wrong item received,refunded,31.36,2023-10-21 07:09:38
144,1186162,2762788,6736,80045,Wrong item received,refunded,532.58,2023-10-04 15:47:56
145,385334,898323,3273,19039,Wrong item received,refunded,110.56,2020-12-27 07:09:54
146,1035653,2412750,3574,27829,Changed my mind,refunded,51.35,2023-11-03 11:07:36
147,808342,1883251,8019,92310,Defective or damaged,refunded,270.74,2021-03-28 03:17:42
148,1355617,3158780,2341,16743,Item no longer needed,requested,72.35,2023-03-12 08:49:13
149,1531155,3566954,2994,65612,Changed my mind,approved,126.2,2020-06-24 01:40:55
150,1989511,4635047,3611,24801,Wrong item received,refunded,77.09,2021-02-21 08:47:49
151,1187662,2766245,2148,31184,Not as described,received,215.24,2019-06-18 10:33:07
152,972602,2265777,80,25370,Defective or damaged,refunded,68.48,2022-12-31 14:22:57
153,716720,1669727,6206,20678,Defective or damaged,refunded,395.77,2022-07-25 01:08:52
154,1231887,2869772,5542,39568,Not as described,received,198.7,2020-10-16 01:23:36
155,366724,854953,1880,97377,Wrong item received,refunded,309.99,2022-05-14 12:32:33
156,26926,63080,1884,44508,Wrong item received,approved,492.17,2021-07-22 00:20:45
157,87780,204790,6693,43812,Defective or damaged,refunded,45.43,2020-04-04 18:17:58
158,1418014,3303522,7318,9909,Better price found elsewhere,received,92.56,2020-12-23 15:38:40
159,561634,1307822,2737,17085,Wrong item received,refunded,80.57,2021-04-28 05:20:51
160,1064065,2478689,7595,89051,Changed my mind,received,53.33,2021-01-20 23:14:27
161,454164,1058079,7519,79447,Defective or damaged,refunded,199.24,2023-12-07 23:50:48
162,521521,1214340,8110,50497,Changed my mind,refunded,148.76,2023-09-25 19:57:53
163,1900254,4427153,8762,4793,Not as described,requested,118.03,2021-12-30 23:11:50
164,1936054,4510551,8844,15432,Defective or damaged,refunded,53.18,2022-05-31 14:09:25
165,1798128,4189050,6371,60639,Arrived too late,refunded,75.33,2023-07-10 02:16:32
166,417650,973329,1561,92482,Defective or damaged,requested,495.93,2023-02-16 08:53:41
167,1533934,3573482,8751,30110,Changed my mind,refunded,153.33,2019-08-12 05:03:17
168,74134,172960,6342,21482,Changed my mind,requested,39.57,2021-01-02 09:20:17
169,1678151,3909129,3738,20624,Wrong item received,refunded,17.66,2023-12-11 21:37:12
170,1735579,4043069,6202,57439,Changed my mind,refunded,157.68,2021-08-30 22:39:03
171,176258,410861,3325,69391,Wrong item received,refunded,45.37,2023-12-29 14:41:12
172,1129651,2631236,1787,49066,Changed my mind,refunded,14.75,2023-12-24 04:51:09
173,873548,2035089,9699,97168,Defective or damaged,refunded,13.2,2022-12-04 07:34:15
174,1008098,2348280,3991,49597,Defective or damaged,refunded,18.98,2021-01-26 20:50:55
175,430816,1004001,6585,12418,Better price found elsewhere,refunded,87.04,2019-10-25 15:19:44
176,1714558,3993941,9628,9426,Defective or damaged,refunded,84.77,2023-09-07 03:00:26
177,1691843,3941095,7216,39497,Item no longer needed,approved,47.42,2020-04-08 02:36:15
178,643413,1498851,3667,82220,Defective or damaged,refunded,39.82,2019-11-12 09:23:50
179,450755,1050213,9989,66685,Wrong item received,approved,18.08,2023-07-08 12:53:35
180,1045738,2436057,4630,77168,Not as described,refunded,26.78,2021-07-31 13:05:12
181,274126,638653,1092,28517,Arrived too late,refunded,146.94,2020-03-12 13:49:01
182,529984,1234197,9892,49459,Defective or damaged,received,154.1,2021-10-15 21:39:40
183,1675800,3903571,801,65098,Not as described,refunded,79.95,2020-06-28 01:01:25
184,935959,2180044,6817,69462,Not as described,refunded,89.56,2022-11-27 06:33:09
185,785981,1831001,620,1954,Item no longer needed,received,76.68,2021-10-17 06:54:36
186,1076254,2506944,7751,10323,Quality not as expected,requested,7.56,2023-10-20 08:01:19
187,1078379,2512025,9620,49488,Not as described,refunded,109.93,2019-01-26 08:36:14
188,84017,196106,3669,59580,Wrong item received,approved,186.66,2022-01-17 02:34:12
189,337497,786666,8532,36585,Not as described,received,60.32,2022-11-11 07:02:12
190,368744,859636,3676,70072,Not as described,received,42.06,2022-01-05 11:19:49
191,981721,2287189,2422,4364,Defective or damaged,refunded,71.74,2023-03-06 17:54:57
192,436013,1016053,2475,27707,Changed my mind,refunded,100.96,2023-11-23 21:11:25
193,1051287,2448984,8205,41134,Wrong item received,refunded,50.88,2021-11-10 15:47:38
194,1635102,3808707,1309,15922,Not as described,received,150.35,2022-12-31 06:05:44
195,662012,1542140,7538,26042,Item no longer needed,approved,166.94,2023-09-24 19:17:27
196,359041,837180,4653,42357,Defective or damaged,approved,100.97,2020-10-08 07:57:44
197,1849687,4309493,6345,31312,Defective or damaged,refunded,392.84,2022-03-27 08:06:03
198,1981076,4615435,7264,67449,Arrived too late,requested,148.77,2020-04-30 03:47:51
199,1025990,2390116,8777,69399,Changed my mind,refunded,31.27,2023-08-21 18:34:26
200,868823,2023994,8503,2440,Not as described,refunded,75.39,2023-03-30 06:16:36
201,1163334,2709550,2652,11789,Better price found elsewhere,refunded,34.04,2023-12-07 23:52:20
202,1826846,4255881,4227,16784,Better price found elsewhere,refunded,68.04,2023-11-12 06:25:41
203,1924746,4484235,6731,34170,Not as described,refunded,10.48,2022-04-26 01:52:36
204,1500025,3494192,4585,66529,Changed my mind,approved,25.68,2020-07-30 15:43:40
205,1197536,2789234,3759,34067,Changed my mind,requested,41.3,2022-05-07 00:13:59
206,800822,1865803,4059,20277,Wrong item received,received,37.0,2022-07-24 08:28:41
207,79489,185595,3480,57120,Changed my mind,received,27.64,2022-12-01 10:10:53
208,140815,328422,8857,336,Defective or damaged,rejected,59.96,2022-02-07 08:24:45
209,51578,120854,6176,26297,Not as described,refunded,77.49,2023-09-04 04:30:08
210,1043471,2430717,2285,44654,Changed my mind,refunded,247.75,2023-12-07 22:26:09
211,883594,2058134,4037,37247,Better price found elsewhere,approved,180.94,2023-10-12 21:15:34
212,190176,443158,4405,17359,Changed my mind,refunded,236.15,2021-06-20 15:26:11
213,837410,1950998,5238,18540,Defective or damaged,refunded,264.15,2019-09-23 18:05:36
214,1478938,3444989,8125,26208,Defective or damaged,refunded,330.47,2019-12-09 16:30:11
215,626805,1459984,2915,70772,Changed my mind,refunded,162.98,2022-10-24 22:24:59
216,914549,2130498,2603,92043,Defective or damaged,received,48.07,2022-12-14 19:38:01
217,375015,874259,8734,20985,Changed my mind,refunded,158.13,2022-04-13 20:40:32
218,961937,2240959,4587,70922,Better price found elsewhere,refunded,154.79,2021-07-05 00:20:10
219,591739,1378230,9033,94889,Better price found elsewhere,received,29.56,2021-10-12 09:15:55
220,110895,258616,4022,14222,Not as described,received,69.72,2019-06-14 01:15:36
221,15611,36279,4550,94992,Changed my mind,refunded,61.7,2023-12-25 03:11:25
222,950845,2215045,978,69375,Quality not as expected,rejected,221.12,2019-03-19 00:23:57
223,1473787,3433051,4073,5274,Defective or damaged,received,256.95,2022-10-12 12:38:23
224,227888,531038,2994,95980,Changed my mind,refunded,117.15,2020-05-11 05:27:53
225,1590627,3705427,3038,69747,Changed my mind,received,467.87,2020-05-09 00:00:12
226,1133108,2639278,3674,43103,Not as described,refunded,83.22,2020-04-21 12:00:24
227,1324858,3086881,354,35329,Better price found elsewhere,refunded,121.91,2022-11-29 12:35:29
228,473942,1104145,3775,78871,Not as described,refunded,269.14,2023-03-21 05:02:03
229,477971,1113363,7061,73452,Changed my mind,refunded,32.21,2020-06-26 23:27:36
230,1766982,4116297,5847,19396,Defective or damaged,refunded,21.43,2023-08-30 22:36:40
231,1692151,3941801,5751,141,Better price found elsewhere,rejected,434.67,2020-06-26 14:43:44
232,1604955,3738529,1663,81394,Defective or damaged,refunded,59.38,2019-10-15 11:10:59
233,814085,1896634,7496,50783,Not as described,refunded,50.32,2022-04-28 19:35:27
234,719663,1676587,4878,85426,Changed my mind,refunded,27.96,2020-12-08 19:14:43
235,280271,653124,2770,82,Item no longer needed,requested,80.25,2022-08-14 08:52:35
236,1745552,4066169,4534,89442,Defective or damaged,refunded,254.13,2020-07-26 04:01:50
237,1536978,3580577,5313,75292,Defective or damaged,refunded,71.03,2020-12-22 02:12:44
238,978103,2278565,9978,9058,Wrong item received,refunded,22.3,2021-08-06 12:05:42
239,1670691,3891640,4267,82099,Defective or damaged,rejected,52.2,2021-09-10 16:08:34
240,327465,763381,5057,46104,Wrong item received,rejected,165.31,2023-06-27 01:24:16
241,901744,2100559,3285,17957,Defective or damaged,refunded,716.53,2023-06-18 23:11:45
242,1533036,3571347,2541,44031,Item no longer needed,refunded,157.51,2023-12-15 21:00:40
243,356703,831726,7962,50406,Wrong item received,received,340.08,2021-05-10 02:05:36
244,1130043,2632139,7176,57842,Changed my mind,refunded,34.77,2020-04-25 02:03:48
245,1034147,2409199,1214,13225,Wrong item received,refunded,33.12,2023-10-31 16:46:48
246,887832,2068053,3187,50282,Item no longer needed,refunded,14.49,2022-03-13 04:34:01
247,325622,759116,7016,90811,Item no longer needed,received,282.77,2022-07-05 10:48:21
248,881408,2053082,5162,96713,Arrived too late,refunded,193.59,2022-09-21 14:11:43
249,1077848,2510800,2855,46651,Defective or damaged,approved,218.57,2023-06-07 14:21:26
250,962473,2242212,925,84522,Not as described,requested,63.83,2023-05-04 05:49:59
251,187650,437237,4173,49614,Quality not as expected,refunded,35.15,2023-03-21 20:07:43
252,1970011,4589705,8001,42552,Better price found elsewhere,refunded,343.39,2023-01-27 22:31:19
253,817546,1904661,8778,17815,Defective or damaged,refunded,17.04,2022-01-28 23:54:20
254,442962,1032075,7512,54337,Wrong item received,approved,85.28,2022-08-20 11:32:27
255,680471,1585221,7579,72990,Changed my mind,refunded,59.4,2020-11-23 06:56:56
256,1330234,3099361,7608,20335,Quality not as expected,rejected,33.49,2022-11-18 16:46:58
257,448585,1045181,9908,84023,Wrong item received,refunded,62.88,2021-04-05 21:12:24
258,76931,179607,4696,68948,Defective or damaged,refunded,40.46,2022-10-13 16:30:01
259,521547,1214391,6139,98175,Arrived too late,refunded,145.66,2022-01-25 17:15:24
260,302233,704617,5192,97238,Arrived too late,received,88.59,2019-12-14 00:31:45
261,478482,1114534,5950,21971,Wrong item received,received,36.4,2023-04-10 07:52:37
262,385519,898787,3274,34886,Item no longer needed,received,201.94,2019-01-10 08:54:51
263,212863,496215,8056,79772,Changed my mind,refunded,78.02,2023-08-08 11:52:53
264,1285142,2994289,1446,53467,Wrong item received,refunded,86.09,2021-11-17 03:39:48
265,399149,930363,8682,25331,Item no longer needed,refunded,74.66,2019-10-25 19:04:07
266,207058,482689,7861,86300,Arrived too late,refunded,26.69,2020-05-14 02:16:28
267,1662189,3871828,6428,13736,Defective or damaged,refunded,240.07,2019-10-31 22:07:59
268,485757,1131304,1358,39679,Wrong item received,refunded,491.38,2019-12-25 10:36:03
269,313605,731288,2253,41234,Changed my mind,refunded,85.09,2020-08-06 12:13:43
270,319942,746003,5490,63467,Better price found elsewhere,refunded,211.94,2022-03-24 03:49:39
271,861544,2006978,4277,15996,Better price found elsewhere,refunded,109.52,2020-02-03 07:12:55
272,1112685,2591569,886,43714,Not as described,refunded,153.46,2023-12-07 18:32:03
273,1157356,2695604,2734,88103,Arrived too late,approved,17.42,2022-02-13 07:22:05
274,1419029,3305864,6378,22164,Item no longer needed,requested,153.85,2019-07-08 19:26:59
275,1776673,4138756,4574,7131,Changed my mind,refunded,40.43,2019-07-24 09:32:18
276,639140,1488755,7144,65497,Quality not as expected,refunded,95.03,2020-10-24 03:57:40
277,1954034,4552409,9706,1283,Arrived too late,refunded,75.78,2021-03-14 22:51:05
278,593913,1383268,2994,74244,Item no longer needed,refunded,40.79,2019-10-26 11:06:03
279,1053198,2453464,4448,6497,Changed my mind,refunded,59.89,2023-05-17 06:38:36
280,815310,1899508,7652,11446,Not as described,refunded,59.3,2022-09-21 07:02:26
281,501929,1168814,2262,66351,Defective or damaged,refunded,109.62,2022-08-24 00:55:05
282,895316,2085470,9206,93771,Changed my mind,refunded,68.81,2019-07-08 12:26:43
283,232260,541284,9245,71028,Item no longer needed,received,153.18,2020-10-21 22:08:57
284,1226575,2857136,103,96881,Defective or damaged,received,38.12,2022-07-26 14:14:56
285,123320,287470,5843,95785,Item no longer needed,refunded,20.45,2023-04-17 03:11:21
286,788095,1835990,6099,99082,Changed my mind,refunded,83.96,2022-12-26 02:06:55
287,1964045,4575732,3801,59305,Changed my mind,refunded,13.82,2021-04-07 10:40:01
288,409373,953996,8727,2532,Quality not as expected,refunded,172.71,2022-07-23 06:34:01
289,1884376,4390213,3988,73860,Not as described,received,347.23,2020-11-28 19:23:30
290,252235,587659,7756,2546,Quality not as expected,refunded,81.25,2019-04-30 05:53:38
291,135124,315132,8,28881,Defective or damaged,refunded,65.68,2023-12-15 04:58:16
292,342476,798375,8254,39325,Quality not as expected,refunded,41.48,2023-12-06 03:50:44
293,1287249,2999210,3581,20646,Defective or damaged,refunded,27.18,2021-08-18 04:21:39
294,1984038,4622292,6994,47204,Item no longer needed,refunded,81.95,2022-10-07 02:37:40
295,1705372,3972430,8042,38288,Defective or damaged,refunded,95.63,2019-04-02 19:13:17
296,1033803,2408423,6219,1352,Better price found elsewhere,refunded,86.56,2022-12-28 00:34:37
297,1754072,4086034,8203,40346,Defective or damaged,refunded,107.91,2023-12-30 13:11:12
298,304172,709216,6749,89846,Arrived too late,requested,145.85,2019-12-29 17:38:54
299,118897,277101,6582,31680,Better price found elsewhere,refunded,24.18,2023-04-21 02:25:11
300,374788,873688,4160,87919,Better price found elsewhere,refunded,125.49,2022-03-30 19:54:12
301,1606153,3741328,9044,88912,Not as described,refunded,36.96,2019-11-28 01:46:52
302,1098425,2558431,7430,76579,Better price found elsewhere,refunded,138.67,2020-05-27 04:52:16
303,1488602,3467510,4532,3928,Not as described,approved,83.84,2022-04-15 07:50:54
304,1399336,3260293,9758,60823,Not as described,refunded,52.74,2023-10-30 23:38:24
305,605086,1409420,4543,19213,Changed my mind,refunded,83.36,2021-12-12 20:24:14
306,418938,976291,6561,16932,Wrong item received,refunded,108.65,2019-10-20 21:14:12
307,1050713,2447664,8591,80551,Better price found elsewhere,refunded,52.52,2023-11-21 05:08:22
308,1585101,3692425,461,10282,Changed my mind,approved,97.45,2022-03-04 23:00:13
309,1295369,3018164,5443,61215,Defective or damaged,refunded,15.89,2023-06-08 16:43:07
310,1881748,4384094,7510,9728,Defective or damaged,received,229.36,2023-05-03 21:48:42
311,535062,1246126,8856,80612,Changed my mind,refunded,456.93,2021-11-02 23:43:11
312,331619,772912,8122,32123,Changed my mind,refunded,42.64,2022-12-28 20:09:37
313,1373911,3201278,4443,54285,Arrived too late,refunded,113.35,2023-10-31 08:26:41
314,803525,1872013,7163,46046,Not as described,refunded,128.26,2022-04-03 05:48:31
315,884180,2059536,5550,7964,Wrong item received,received,61.85,2022-09-28 17:09:54
316,86616,202069,8913,14120,Item no longer needed,refunded,25.87,2021-03-18 04:21:38
317,786770,1832891,4047,46460,Defective or damaged,approved,65.37,2021-10-04 02:39:47
318,835237,1945858,2242,2810,Not as described,approved,35.56,2022-04-30 00:11:12
319,456454,1063371,8986,82792,Quality not as expected,refunded,35.0,2019-05-27 16:13:04
320,1376127,3206409,5278,78993,Item no longer needed,approved,38.34,2021-10-12 15:55:15
321,551096,1283343,1369,59521,Defective or damaged,received,643.85,2022-11-12 22:32:19
322,1482815,3454079,6821,5253,Defective or damaged,refunded,24.56,2021-10-05 06:16:27
323,1621424,3776821,645,80843,Changed my mind,requested,31.26,2021-11-05 12:18:37
